,symbol,organ_name,en_organ_name,icb_name3,en_icb_name3,icb_name2,en_icb_name2,icb_name4,en_icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
109,APG,Công ty Cổ phần Chứng khoán APG,APG Securities Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
110,CFV,Công ty Cổ phần Cà phê Thắng Lợi,Thang Loi Coffee Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Đồ uống & giải khát,Soft Drinks,CT,3000,3500,3530,3537
111,DSE,Công ty Cổ phần Chứng khoán DNSE,DNSE Securities Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
112,BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,BAF Vietnam Agriculture Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
113,ADP,Công ty Cổ phần Sơn Á Đông,A Dong Paint Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
114,BCV,Công ty cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Vimico - Cao Bang Bang Giang Travel And Trading Joint Stock Company,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Khách sạn,Hotels,CT,5000,5700,5750,5753
115,APH,Công ty Cổ phần Tập đoàn An Phát Holdings,An Phat Holdings Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
116,AFX,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,An Giang Agriculture and Foods Import - Export Joint Stock Company,Phân phối thực phẩm & dược phẩm,Food & Drug Retailers,Bán lẻ,Retail,Phân phối thực phẩm,Food Retailers & Wholesalers,CT,5000,5300,5330,5337
117,ICT,Công ty Cổ phần Viễn thông - Tin học Bưu điện,Joint Stock Company for Telecoms and Informatics,Phần mềm & Dịch vụ Máy tính,Software & Computer Services,Công nghệ Thông tin,Technology,Phần mềm,Software,CT,9000,9500,9530,9537
118,CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,Can Tho Water Supply - Sewerage Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
119,DCR,Công ty Cổ phần Gạch men COSEVCO,COSEVCO Ceramic Tiles Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
120,API,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,Asia - Pacific Investment Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
121,CLL,Công ty Cổ phần Cảng Cát Lái,Cat Lai Port Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
122,GAB,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,FLC Mining Investment & Asset Management Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
123,BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,VICEM Packing But Son Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
124,APL,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,VVMI - Mechanical And Pressure Equipment Joint Stock Company,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
125,GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,Hàng gia dụng,Household Goods & Home Construction,Hàng cá nhân & Gia dụng,Personal & Household Goods,Thiết bị gia dụng,Furnishings,CT,3000,3700,3720,3726
126,BBT,Công ty Cổ phần Bông Bạch Tuyết,Bach Tuyet Cotton Corporation,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng cá nhân,Personal Products,CT,3000,3700,3760,3767
127,HLO,Công Ty Cổ Phần Công Nghệ Ha Lô,Ha Lo Technologies Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Hàng điện & điện tử,Electrical Components & Equipment,CT,2000,2700,2730,2733
128,GGG,Công ty Cổ phần Ô tô Giải Phóng,GiaiPhong Motor Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Sản xuất ô tô,Automobiles,CT,3000,3300,3350,3353
129,VMK,Công ty Cổ phần Vimarko,Vimarko Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
130,DOP,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,DongThap Petroleum Transportation Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Dịch vụ vận tải,Trucking,CT,2000,2700,2770,2779
131,DCG,Công ty Cổ phần Tổng Công ty May Đáp Cầu,DapCau Garment Corporation Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
132,BMF,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,Dong Nai Building Material and Fuel Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
133,CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,The Southern Rubber Industry Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Lốp xe,Tires,CT,3000,3300,3350,3357
134,GLC,Công ty Cổ phần Vàng Lào Cai,Lao Cai Gold Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác vàng,Gold Mining,CT,1000,1700,1770,1777
135,FTI,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,Friendship Trading - Industrial Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Phụ tùng ô tô,Auto Parts,CT,3000,3300,3350,3355
136,BCB,Công ty Cổ phần 397,397 Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác Than,Coal,CT,1000,1700,1770,1771
137,DPP,Công ty Cổ phần Dược Đồng Nai,Dong Nai Pharmaceutical Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
138,C12,Công ty Cổ phần Cầu 12,Bridge Joint Stock Company No.12,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
139,DHA,Công ty Cổ phần Hóa An,Hoa An Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
140,GSM,Công ty Cổ phần Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
141,DCM,Công ty Cổ phần Phân bón Dầu Khí Cà Mau,PetroVietnam Ca Mau Fertilizer Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
142,CBI,Công ty Cổ phần Gang thép Cao Bằng,Cao Bang Cast Iron and Steel Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
143,DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Danang Pharmaceutical Medical Equipment Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
144,GDW,Công ty Cổ phần Cấp nước Gia Định,Gia Dinh Wasuco Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
145,GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,Thuan An Wood Processing Joint Stock Company,Lâm nghiệp và Giấy,Forestry & Paper,Tài nguyên Cơ bản,Basic Resources,Lâm sản và Chế biến gỗ,Forestry,CT,1000,1700,1730,1733
146,C22,Công ty Cổ phần 22,22 Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
147,HC3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,HaiPhong Construction Joint Stock Corporation No3,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
148,C32,Công ty Cổ phần CIC39,CIC39 Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
149,D11,Công ty Cổ phần Địa ốc 11,Real Estate 11 Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
150,C47,Công ty Cổ phần Xây dựng 47,Construction Joint Stock Company 47,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
151,CKD,Công ty Cổ phần Cơ khí Đông Anh Licogi,Dong Anh Licogi Mechanical Joint Stock Company,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
152,GMA,Công ty Cổ phần G-Automobile,G-Automobile Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Sản xuất ô tô,Automobiles,CT,3000,3300,3350,3353
153,CTC,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,Hoang Kim Tay Nguyen Group Joint Stock Company,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Vận tải hành khách & Du lịch,Travel & Tourism,CT,5000,5700,5750,5759
154,VTZ,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Viet Thanh Plastic Trading and Manufacturing Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
155,BCA,Công ty cổ phần B.C.H,B.C.H Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
156,FHS,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Hochiminh City Book Distribution Corporation,Truyền thông,Media,Truyền thông,Media,"Sách, ấn bản & sản phẩm văn hóa",Publishing,CT,5000,5500,5550,5557
157,DCF,Công ty Cổ phần Xây dựng và Thiết kế số 1,Design and Construction Joint Stock Company No.1,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
158,G20,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Vinh Phuc Textile Investment Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
159,BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,Saigon - Hanoi Insurance Joint Stock Corporation,Bảo hiểm phi nhân thọ,Nonlife Insurance,Bảo hiểm,Insurance,Bảo hiểm phi nhân thọ,Property & Casualty Insurance,BH,8000,8500,8530,8536
160,BSI,Công ty Cổ phần Chứng khoán BIDV,BIDV Joint Stock Securities Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
161,HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Hai An Transport and Stevedoring Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
162,HAI,Công ty Cổ phần Nông dược HAI,HAI AGROCHEM Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
163,DAE,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,Educational Book Joint Stock Company in Da Nang City,Truyền thông,Media,Truyền thông,Media,"Sách, ấn bản & sản phẩm văn hóa",Publishing,CT,5000,5500,5550,5557
164,DVG,Công ty Cổ phần Đại Việt Group DVG,Dai Viet DVG Group Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
165,BMI,Tổng Công ty Cổ phần Bảo Minh,BaoMinh Insurance Corporation,Bảo hiểm phi nhân thọ,Nonlife Insurance,Bảo hiểm,Insurance,Bảo hiểm phi nhân thọ,Property & Casualty Insurance,BH,8000,8500,8530,8536
166,DVP,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Dinh Vu Port Investment & Development Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
167,BMG,Công ty Cổ phần May Bình Minh,Binh Minh Garment Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
168,HLT,Công ty Cổ phần Dệt may Hoàng Thị Loan,Hoang Thi Loan Textile - Garment Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
169,CTP,Công ty Cổ phần Minh Khang Capital Trading Public,Minh Khang Capital Trading Public Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Đồ uống & giải khát,Soft Drinks,CT,3000,3500,3530,3537
170,CLC,Công ty Cổ phần Cát Lợi,Cat Loi Joint Stock Company,Thuốc lá,Tobacco,Hàng cá nhân & Gia dụng,Personal & Household Goods,Thuốc lá,Tobacco,CT,3000,3700,3780,3785
171,DSG,Công ty Cổ phần Kính Đáp Cầu,Dap Cau Sheet Glass Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
172,HHV,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Deo Ca Traffic Infrastructure Investment Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
173,HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,Hanoi Construction Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
174,TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
175,BCC,Công ty Cổ phần Xi măng Bỉm Sơn,Bim Son Cement Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
