,symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
1912,CSTB2211,11195676,CW,DELISTED,CSTB2211 - Covered warrant,CSTB2211 - Covered warrant,CSTB2211 - Chứng quyền,CSTB2211 - Chứng quyền
1913,CSTB2210,11149353,CW,DELISTED,CSTB2210 - Covered warrant,CSTB2210 - Covered warrant,CSTB2210 - Chứng quyền,CSTB2210 - Chứng quyền
1914,CSTB2209,11108662,CW,DELISTED,CSTB2209 - Covered warrant,CSTB2209 - Covered warrant,CSTB2209 - Chứng quyền,CSTB2209 - Chứng quyền
1915,CSTB2208,11104581,CW,DELISTED,CSTB2208 - Covered warrant,CSTB2208 - Covered warrant,CSTB2208 - Chứng quyền,CSTB2208 - Chứng quyền
1916,CSTB2207,11104587,CW,DELISTED,CSTB2207 - Covered warrant,CSTB2207 - Covered warrant,CSTB2207 - Chứng quyền,CSTB2207 - Chứng quyền
1917,CSTB2206,11074895,CW,DELISTED,CSTB2206 - Covered warrant,CSTB2206 - Covered warrant,CSTB2206 - Chứng quyền,CSTB2206 - Chứng quyền
1918,CSTB2205,8424499,CW,DELISTED,CSTB2205 - Covered warrant,CSTB2205 - Covered warrant,CSTB2205 - Chứng quyền,CSTB2205 - Chứng quyền
1919,CSTB2203,8424503,CW,DELISTED,CSTB2203 - Covered warrant,CSTB2203 - Covered warrant,CSTB2203 - Chứng quyền,CSTB2203 - Chứng quyền
1920,CSTB2202,8424820,CW,DELISTED,CSTB2202 - Covered warrant,CSTB2202 - Covered warrant,CSTB2202 - Chứng quyền,CSTB2202 - Chứng quyền
1921,CSTB2201,8424798,CW,DELISTED,CSTB2201 - Covered warrant,CSTB2201 - Covered warrant,CSTB2201 - Chứng quyền,CSTB2201 - Chứng quyền
1922,CSTB2112,8425005,CW,DELISTED,CSTB2112 - Covered warrant,CSTB2112 - Covered warrant,CSTB2112 - Chứng quyền,CSTB2112 - Chứng quyền
1923,CSTB2110,8424686,CW,DELISTED,CSTB2110 - Covered warrant,CSTB2110 - Covered warrant,CSTB2110 - Chứng quyền,CSTB2110 - Chứng quyền
1924,CST,8426048,STOCK,UPCOM,Cao Son Coal Joint Stock Company,Cao Son Coal,Than Cao Sơn - TKV,Công ty Cổ phần Than Cao Sơn - TKV
1925,CSM,8424799,STOCK,HSX,The Southern Rubber Industry Joint Stock Company,The Southern Rubber Industry,Cao su Miền Nam,Công ty Cổ phần Công nghiệp Cao su Miền Nam
1926,CSI,8426193,STOCK,UPCOM,Vietnam Construction Securities Joint Stock Company,Vietnam Construction Securities,Chứng khoán Kiến thiết VN,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam
1927,CSHB2306,12926382,CW,HSX,CSHB2306 - Covered warrant,CSHB2306 - Covered warrant,CSHB2306 - Chứng quyền,CSHB2306 - Chứng quyền
1928,CSHB2305,12926248,CW,DELISTED,CSHB2305 - Covered warrant,CSHB2305 - Covered warrant,CSHB2305 - Chứng quyền,CSHB2305 - Chứng quyền
1929,CSHB2304,12926456,CW,DELISTED,CSHB2304 - Covered warrant,CSHB2304 - Covered warrant,CSHB2304 - Chứng quyền,CSHB2304 - Chứng quyền
1930,CSHB2303,12926266,CW,DELISTED,CSHB2303 - Covered warrant,CSHB2303 - Covered warrant,CSHB2303 - Chứng quyền,CSHB2303 - Chứng quyền
1931,CSHB2302,12926388,CW,DELISTED,CSHB2302 - Covered warrant,CSHB2302 - Covered warrant,CSHB2302 - Chứng quyền,CSHB2302 - Chứng quyền
1932,CSHB2301,12926435,CW,DELISTED,CSHB2301 - Covered warrant,CSHB2301 - Covered warrant,CSHB2301 - Chứng quyền,CSHB2301 - Chứng quyền
1933,CSC,8425956,STOCK,HNX,COTANA GROUP Joint Stock Company,COTANA GROUP,Tập đoàn COTANA,Công ty Cổ phần Tập đoàn COTANA
1934,CRE,8424673,STOCK,HSX,Century Land Joint Stock Company,Century Land,Bất động sản Thế Kỷ,Công ty Cổ phần Bất động sản Thế Kỷ
1935,CRC,8424532,STOCK,HSX,Create Capital Viet Nam Joint Stock Company Limited,Create Capital Viet Nam,Create Capital Việt Nam,Công ty Cổ phần Create Capital Việt Nam
1936,CQT,8425812,STOCK,UPCOM,VVMI Quan Trieu Cement Joint Stock Company,VVMI Quan Trieu Cement,Xi măng Quán Triều VVMI,Công ty Cổ phần Xi măng Quán Triều VVMI
1937,CQN,8425376,STOCK,UPCOM,Quang Ninh Port Joint Stock Company,Quang Ninh Port,Cảng Quảng Ninh,Công ty Cổ phần Cảng Quảng Ninh
1938,CPOW2315,12926397,CW,HSX,CPOW2315 - Covered warrant,CPOW2315 - Covered warrant,CPOW2315 - Chứng quyền,CPOW2315 - Chứng quyền
1939,CPOW2314,12926377,CW,DELISTED,CPOW2314 - Covered warrant,CPOW2314 - Covered warrant,CPOW2314 - Chứng quyền,CPOW2314 - Chứng quyền
1940,CPOW2313,12926370,CW,DELISTED,CPOW2313 - Covered warrant,CPOW2313 - Covered warrant,CPOW2313 - Chứng quyền,CPOW2313 - Chứng quyền
1941,CPOW2312,12926431,CW,DELISTED,CPOW2312 - Covered warrant,CPOW2312 - Covered warrant,CPOW2312 - Chứng quyền,CPOW2312 - Chứng quyền
1942,CPOW2311,12724264,CW,DELISTED,CPOW2311 - Covered warrant,CPOW2311 - Covered warrant,CPOW2311 - Chứng quyền,CPOW2311 - Chứng quyền
1943,CPOW2310,12649627,CW,DELISTED,CPOW2310 - Covered warrant,CPOW2310 - Covered warrant,CPOW2310 - Chứng quyền,CPOW2310 - Chứng quyền
1944,CPOW2309,12566929,CW,DELISTED,CPOW2309 - Covered warrant,CPOW2309 - Covered warrant,CPOW2309 - Chứng quyền,CPOW2309 - Chứng quyền
1945,CPOW2308,12566945,CW,DELISTED,CPOW2308 - Covered warrant,CPOW2308 - Covered warrant,CPOW2308 - Chứng quyền,CPOW2308 - Chứng quyền
1946,CPOW2307,12566937,CW,DELISTED,CPOW2307 - Covered warrant,CPOW2307 - Covered warrant,CPOW2307 - Chứng quyền,CPOW2307 - Chứng quyền
1947,CPOW2306,12493543,CW,DELISTED,CPOW2306 - Covered warrant,CPOW2306 - Covered warrant,CPOW2306 - Chứng quyền,CPOW2306 - Chứng quyền
1948,CPOW2305,12493539,CW,DELISTED,CPOW2305 - Covered warrant,CPOW2305 - Covered warrant,CPOW2305 - Chứng quyền,CPOW2305 - Chứng quyền
1949,CPOW2304,12478968,CW,DELISTED,CPOW2304 - Covered warrant,CPOW2304 - Covered warrant,CPOW2304 - Chứng quyền,CPOW2304 - Chứng quyền
1950,CPOW2303,12478984,CW,DELISTED,CPOW2303 - Covered warrant,CPOW2303 - Covered warrant,CPOW2303 - Chứng quyền,CPOW2303 - Chứng quyền
1951,CPOW2302,12478978,CW,DELISTED,CPOW2302 - Covered warrant,CPOW2302 - Covered warrant,CPOW2302 - Chứng quyền,CPOW2302 - Chứng quyền
1952,CPOW2301,12368332,CW,DELISTED,CPOW2301 - Covered warrant,CPOW2301 - Covered warrant,CPOW2301 - Chứng quyền,CPOW2301 - Chứng quyền
1953,CPOW2210,11582364,CW,DELISTED,CPOW2210 - Covered warrant,CPOW2210 - Covered warrant,CPOW2210 - Chứng quyền,CPOW2210 - Chứng quyền
1954,CPOW2209,11364490,CW,DELISTED,CPOW2209 - Covered warrant,CPOW2209 - Covered warrant,CPOW2209 - Chứng quyền,CPOW2209 - Chứng quyền
1955,CPOW2208,11364553,CW,DELISTED,CPOW2208 - Covered warrant,CPOW2208 - Covered warrant,CPOW2208 - Chứng quyền,CPOW2208 - Chứng quyền
1956,CPOW2207,11364502,CW,DELISTED,CPOW2207 - Covered warrant,CPOW2207 - Covered warrant,CPOW2207 - Chứng quyền,CPOW2207 - Chứng quyền
1957,CPOW2206,11364550,CW,DELISTED,CPOW2206 - Covered warrant,CPOW2206 - Covered warrant,CPOW2206 - Chứng quyền,CPOW2206 - Chứng quyền
1958,CPOW2205,11295417,CW,DELISTED,CPOW2205 - Covered warrant,CPOW2205 - Covered warrant,CPOW2205 - Chứng quyền,CPOW2205 - Chứng quyền
1959,CPOW2204,11265728,CW,DELISTED,CPOW2204 - Covered warrant,CPOW2204 - Covered warrant,CPOW2204 - Chứng quyền,CPOW2204 - Chứng quyền
1960,CPOW2203,11108661,CW,DELISTED,CPOW2203 - Covered warrant,CPOW2203 - Covered warrant,CPOW2203 - Chứng quyền,CPOW2203 - Chứng quyền
1961,CPOW2202,8424491,CW,DELISTED,CPOW2202 - Covered warrant,CPOW2202 - Covered warrant,CPOW2202 - Chứng quyền,CPOW2202 - Chứng quyền
1962,CPOW2201,8424490,CW,DELISTED,CPOW2201 - Covered warrant,CPOW2201 - Covered warrant,CPOW2201 - Chứng quyền,CPOW2201 - Chứng quyền
1963,CPNJ2205,11295364,CW,DELISTED,CPNJ2205 - Covered warrant,CPNJ2205 - Covered warrant,CPNJ2205 - Chứng quyền,CPNJ2205 - Chứng quyền
1964,CPNJ2204,11222146,CW,DELISTED,CPNJ2204 - Covered warrant,CPNJ2204 - Covered warrant,CPNJ2204 - Chứng quyền,CPNJ2204 - Chứng quyền
1965,CPNJ2203,11209081,CW,DELISTED,CPNJ2203 - Covered warrant,CPNJ2203 - Covered warrant,CPNJ2203 - Chứng quyền,CPNJ2203 - Chứng quyền
1966,CPNJ2202,11209126,CW,DELISTED,CPNJ2202 - Covered warrant,CPNJ2202 - Covered warrant,CPNJ2202 - Chứng quyền,CPNJ2202 - Chứng quyền
1967,CPNJ2201,8424736,CW,DELISTED,CPNJ2201 - Covered warrant,CPNJ2201 - Covered warrant,CPNJ2201 - Chứng quyền,CPNJ2201 - Chứng quyền
1968,CPNJ2110,8424978,CW,DELISTED,CPNJ2110 - Covered warrant,CPNJ2110 - Covered warrant,CPNJ2110 - Chứng quyền,CPNJ2110 - Chứng quyền
1969,CPNJ2109,8424734,CW,DELISTED,CPNJ2109 - Covered warrant,CPNJ2109 - Covered warrant,CPNJ2109 - Chứng quyền,CPNJ2109 - Chứng quyền
1970,CPI,8425474,STOCK,UPCOM,Cai Lan Port Investment Joint Stock Company,Cai Lan Port Investment,Đầu tư Cảng Cái Lân,Công ty Cổ phần Đầu tư Cảng Cái Lân
1971,CPH,8425575,STOCK,UPCOM,Haiphong Funeral Services Joint Stock Company,Haiphong Funeral Services,PV mai táng Hải Phòng,Công ty Cổ phần Phục vụ Mai táng Hải Phòng
1972,CPDR2305,12493540,CW,DELISTED,CPDR2305 - Covered warrant,CPDR2305 - Covered warrant,CPDR2305 - Chứng quyền,CPDR2305 - Chứng quyền
1973,CPDR2304,12493581,CW,DELISTED,CPDR2304 - Covered warrant,CPDR2304 - Covered warrant,CPDR2304 - Chứng quyền,CPDR2304 - Chứng quyền
1974,CPDR2303,12478932,CW,DELISTED,CPDR2303 - Covered warrant,CPDR2303 - Covered warrant,CPDR2303 - Chứng quyền,CPDR2303 - Chứng quyền
1975,CPDR2302,12478967,CW,DELISTED,CPDR2302 - Covered warrant,CPDR2302 - Covered warrant,CPDR2302 - Chứng quyền,CPDR2302 - Chứng quyền
1976,CPDR2301,12368295,CW,DELISTED,CPDR2301 - Covered warrant,CPDR2301 - Covered warrant,CPDR2301 - Chứng quyền,CPDR2301 - Chứng quyền
1977,CPDR2206,11549725,CW,DELISTED,CPDR2206 - Covered warrant,CPDR2206 - Covered warrant,CPDR2206 - Chứng quyền,CPDR2206 - Chứng quyền
1978,CPDR2205,11265729,CW,DELISTED,CPDR2205 - Covered warrant,CPDR2205 - Covered warrant,CPDR2205 - Chứng quyền,CPDR2205 - Chứng quyền
1979,CPDR2204,11209054,CW,DELISTED,CPDR2204 - Covered warrant,CPDR2204 - Covered warrant,CPDR2204 - Chứng quyền,CPDR2204 - Chứng quyền
1980,CPDR2203,11108442,CW,DELISTED,CPDR2203 - Covered warrant,CPDR2203 - Covered warrant,CPDR2203 - Chứng quyền,CPDR2203 - Chứng quyền
1981,CPDR2202,8424472,CW,DELISTED,CPDR2202 - Covered warrant,CPDR2202 - Covered warrant,CPDR2202 - Chứng quyền,CPDR2202 - Chứng quyền
1982,CPDR2201,8424576,CW,DELISTED,CPDR2201 - Covered warrant,CPDR2201 - Covered warrant,CPDR2201 - Chứng quyền,CPDR2201 - Chứng quyền
1983,CPDR2103,8424466,CW,DELISTED,CPDR2103 - Covered warrant,CPDR2103 - Covered warrant,CPDR2103 - Chứng quyền,CPDR2103 - Chứng quyền
1984,CPC,8425350,STOCK,HNX,Cantho Pesticides Joint Stock Company,Cantho pesticides,Thuốc sát trùng Cần Thơ,Công ty Cổ phần Thuốc sát trùng Cần Thơ
1985,CPA,8425511,STOCK,UPCOM,Phuoc An Coffee Joint Stock Company,Phuoc An Coffee,Cà phê Phước An,Công ty Cổ phần Cà phê Phước An
1986,COM,8424909,STOCK,HSX,Materials - Petroleum Joint Stock Company,Materials - Petroleum Co.,Vật tư Xăng dầu,Công ty Cổ phần Vật tư Xăng dầu
1987,CNVL2305,12493554,CW,DELISTED,CNVL2305 - Covered warrant,CNVL2305 - Covered warrant,CNVL2305 - Chứng quyền,CNVL2305 - Chứng quyền
1988,CNVL2304,12493572,CW,DELISTED,CNVL2304 - Covered warrant,CNVL2304 - Covered warrant,CNVL2304 - Chứng quyền,CNVL2304 - Chứng quyền
1989,CNVL2303,12479009,CW,DELISTED,CNVL2303 - Covered warrant,CNVL2303 - Covered warrant,CNVL2303 - Chứng quyền,CNVL2303 - Chứng quyền
1990,CNVL2302,12478970,CW,DELISTED,CNVL2302 - Covered warrant,CNVL2302 - Covered warrant,CNVL2302 - Chứng quyền,CNVL2302 - Chứng quyền
1991,CNVL2301,12368303,CW,DELISTED,CNVL2301 - Covered warrant,CNVL2301 - Covered warrant,CNVL2301 - Chứng quyền,CNVL2301 - Chứng quyền
1992,CNVL2210,11364534,CW,DELISTED,CNVL2210 - Covered warrant,CNVL2210 - Covered warrant,CNVL2210 - Chứng quyền,CNVL2210 - Chứng quyền
1993,CNVL2209,11364531,CW,DELISTED,CNVL2209 - Covered warrant,CNVL2209 - Covered warrant,CNVL2209 - Chứng quyền,CNVL2209 - Chứng quyền
1994,CNVL2208,11259611,CW,DELISTED,CNVL2208 - Covered warrant,CNVL2208 - Covered warrant,CNVL2208 - Chứng quyền,CNVL2208 - Chứng quyền
1995,CNVL2207,11222149,CW,DELISTED,CNVL2207 - Covered warrant,CNVL2207 - Covered warrant,CNVL2207 - Chứng quyền,CNVL2207 - Chứng quyền
1996,CNVL2206,11209142,CW,DELISTED,CNVL2206 - Covered warrant,CNVL2206 - Covered warrant,CNVL2206 - Chứng quyền,CNVL2206 - Chứng quyền
1997,CNVL2205,11195898,CW,DELISTED,CNVL2205 - Covered warrant,CNVL2205 - Covered warrant,CNVL2205 - Chứng quyền,CNVL2205 - Chứng quyền
1998,CNVL2204,11104578,CW,DELISTED,CNVL2204 - Covered warrant,CNVL2204 - Covered warrant,CNVL2204 - Chứng quyền,CNVL2204 - Chứng quyền
1999,CNVL2203,11074825,CW,DELISTED,CNVL2203 - Covered warrant,CNVL2203 - Covered warrant,CNVL2203 - Chứng quyền,CNVL2203 - Chứng quyền
2000,CNVL2202,8424489,CW,DELISTED,CNVL2202 - Covered warrant,CNVL2202 - Covered warrant,CNVL2202 - Chứng quyền,CNVL2202 - Chứng quyền
2001,CNVL2201,8424570,CW,DELISTED,CNVL2201 - Covered warrant,CNVL2201 - Covered warrant,CNVL2201 - Chứng quyền,CNVL2201 - Chứng quyền
2002,CNVL2104,8424766,CW,DELISTED,CNVL2104 - Covered warrant,CNVL2104 - Covered warrant,CNVL2104 - Chứng quyền,CNVL2104 - Chứng quyền
2003,CNT,8426140,STOCK,UPCOM,CNT Group Corporation,CNT Group,Tập đoàn CNT,Công ty Cổ phần Tập đoàn CNT
2004,CNN,8425802,STOCK,UPCOM,Consultant and Inspection Joint Stock Company of Construction Technology and Equipment,CONINCO,Xây dựng Coninco,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO"
2005,CNG,8424949,STOCK,HSX,Clean Natural Gas Vietnam Joint Stock Company,CNG Viet Nam,CNG Việt Nam,Công ty Cổ phần CNG Việt Nam
2006,CNC,8425049,STOCK,UPCOM,Traphaco High Tech Joint Stock Company,Traphaco High Tech,Công nghệ cao Traphaco,Công ty Cổ phần Công nghệ cao Traphaco
2007,CNA,8425102,STOCK,UPCOM,Nghe An Tea Corporation Joint Stock Company,Nghe An Tea Corporation,Tổng công ty Chè Nghệ An - CTCP,Công ty Cổ phần Tổng công ty Chè Nghệ An
2008,CMX123035,13934942,BOND,BOND,CMX123035 - Bond,CMX123035 - Bond,CMX123035 - Trái phiếu,CMX123035 - Trái phiếu
2009,CMX,8424724,STOCK,HSX,CAMIMEX Group Joint Stock Company,CAMIMEX Group,CAMIMEX Group,Công ty Cổ phần CAMIMEX Group
2010,CMWG2406,14406003,CW,HSX,,,,
2011,CMWG2405,14406005,CW,HSX,,,,
2012,CMWG2404,13880659,CW,DELISTED,CMWG2404 - Covered warrant,CMWG2404 - Covered warrant,CMWG2404 - Chứng quyền,CMWG2404 - Chứng quyền
2013,CMWG2403,13885788,CW,HSX,CMWG2403 - Covered warrant,CMWG2403 - Covered warrant,CMWG2403 - Chứng quyền,CMWG2403 - Chứng quyền
2014,CMWG2402,13874831,CW,HSX,CMWG2402 - Covered warrant,CMWG2402 - Covered warrant,CMWG2402 - Chứng quyền,CMWG2402 - Chứng quyền
2015,CMWG2401,13779720,CW,HSX,CMWG2401 - Covered warrant,CMWG2401 - Covered warrant,CMWG2401 - Chứng quyền,CMWG2401 - Chứng quyền
2016,CMWG2318,13096002,CW,DELISTED,CMWG2318 - Covered warrant,CMWG2318 - Covered warrant,CMWG2318 - Chứng quyền,CMWG2318 - Chứng quyền
2017,CMWG2317,13059430,CW,DELISTED,CMWG2317 - Covered warrant,CMWG2317 - Covered warrant,CMWG2317 - Chứng quyền,CMWG2317 - Chứng quyền
2018,CMWG2316,12943463,CW,DELISTED,CMWG2316 - Covered warrant,CMWG2316 - Covered warrant,CMWG2316 - Chứng quyền,CMWG2316 - Chứng quyền
2019,CMWG2315,12926447,CW,DELISTED,CMWG2315 - Covered warrant,CMWG2315 - Covered warrant,CMWG2315 - Chứng quyền,CMWG2315 - Chứng quyền
2020,CMWG2314,12902093,CW,HSX,CMWG2314 - Covered warrant,CMWG2314 - Covered warrant,CMWG2314 - Chứng quyền,CMWG2314 - Chứng quyền
2021,CMWG2313,12902099,CW,DELISTED,CMWG2313 - Covered warrant,CMWG2313 - Covered warrant,CMWG2313 - Chứng quyền,CMWG2313 - Chứng quyền
2022,CMWG2312,12861906,CW,DELISTED,CMWG2312 - Covered warrant,CMWG2312 - Covered warrant,CMWG2312 - Chứng quyền,CMWG2312 - Chứng quyền
2023,CMWG2311,12724260,CW,DELISTED,CMWG2311 - Covered warrant,CMWG2311 - Covered warrant,CMWG2311 - Chứng quyền,CMWG2311 - Chứng quyền
2024,CMWG2310,12649584,CW,DELISTED,CMWG2310 - Covered warrant,CMWG2310 - Covered warrant,CMWG2310 - Chứng quyền,CMWG2310 - Chứng quyền
2025,CMWG2309,12649643,CW,DELISTED,CMWG2309 - Covered warrant,CMWG2309 - Covered warrant,CMWG2309 - Chứng quyền,CMWG2309 - Chứng quyền
2026,CMWG2308,12649664,CW,DELISTED,CMWG2308 - Covered warrant,CMWG2308 - Covered warrant,CMWG2308 - Chứng quyền,CMWG2308 - Chứng quyền
2027,CMWG2307,12643920,CW,DELISTED,CMWG2307 - Covered warrant,CMWG2307 - Covered warrant,CMWG2307 - Chứng quyền,CMWG2307 - Chứng quyền
2028,CMWG2306,12643903,CW,DELISTED,CMWG2306 - Covered warrant,CMWG2306 - Covered warrant,CMWG2306 - Chứng quyền,CMWG2306 - Chứng quyền
2029,CMWG2305,12373336,CW,DELISTED,CMWG2305 - Covered warrant,CMWG2305 - Covered warrant,CMWG2305 - Chứng quyền,CMWG2305 - Chứng quyền
2030,CMWG2304,12368306,CW,DELISTED,CMWG2304 - Covered warrant,CMWG2304 - Covered warrant,CMWG2304 - Chứng quyền,CMWG2304 - Chứng quyền
2031,CMWG2303,12368318,CW,DELISTED,CMWG2303 - Covered warrant,CMWG2303 - Covered warrant,CMWG2303 - Chứng quyền,CMWG2303 - Chứng quyền
2032,CMWG2302,12034893,CW,DELISTED,CMWG2302 - Covered warrant,CMWG2302 - Covered warrant,CMWG2302 - Chứng quyền,CMWG2302 - Chứng quyền
2033,CMWG2301,12024591,CW,DELISTED,CMWG2301 - Covered warrant,CMWG2301 - Covered warrant,CMWG2301 - Chứng quyền,CMWG2301 - Chứng quyền
2034,CMWG2215,11808765,CW,DELISTED,CMWG2215 - Covered warrant,CMWG2215 - Covered warrant,CMWG2215 - Chứng quyền,CMWG2215 - Chứng quyền
2035,CMWG2214,11850697,CW,DELISTED,CMWG2214 - Covered warrant,CMWG2214 - Covered warrant,CMWG2214 - Chứng quyền,CMWG2214 - Chứng quyền
2036,CMWG2213,11582393,CW,DELISTED,CMWG2213 - Covered warrant,CMWG2213 - Covered warrant,CMWG2213 - Chứng quyền,CMWG2213 - Chứng quyền
2037,CMWG2212,11433778,CW,DELISTED,CMWG2212 - Covered warrant,CMWG2212 - Covered warrant,CMWG2212 - Chứng quyền,CMWG2212 - Chứng quyền
2038,CMWG2211,11434174,CW,DELISTED,CMWG2211 - Covered warrant,CMWG2211 - Covered warrant,CMWG2211 - Chứng quyền,CMWG2211 - Chứng quyền
2039,CMWG2210,11364530,CW,DELISTED,CMWG2210 - Covered warrant,CMWG2210 - Covered warrant,CMWG2210 - Chứng quyền,CMWG2210 - Chứng quyền
2040,CMWG2209,11364480,CW,DELISTED,CMWG2209 - Covered warrant,CMWG2209 - Covered warrant,CMWG2209 - Chứng quyền,CMWG2209 - Chứng quyền
2041,CMWG2208,11331298,CW,DELISTED,CMWG2208 - Covered warrant,CMWG2208 - Covered warrant,CMWG2208 - Chứng quyền,CMWG2208 - Chứng quyền
2042,CMWG2207,11281099,CW,DELISTED,CMWG2207 - Covered warrant,CMWG2207 - Covered warrant,CMWG2207 - Chứng quyền,CMWG2207 - Chứng quyền
2043,CMWG2206,11222138,CW,DELISTED,CMWG2206 - Covered warrant,CMWG2206 - Covered warrant,CMWG2206 - Chứng quyền,CMWG2206 - Chứng quyền
2044,CMWG2205,11149323,CW,DELISTED,CMWG2205 - Covered warrant,CMWG2205 - Covered warrant,CMWG2205 - Chứng quyền,CMWG2205 - Chứng quyền
2045,CMWG2204,11087731,CW,DELISTED,CMWG2204 - Covered warrant,CMWG2204 - Covered warrant,CMWG2204 - Chứng quyền,CMWG2204 - Chứng quyền
2046,CMWG2203,11074822,CW,DELISTED,CMWG2203 - Covered warrant,CMWG2203 - Covered warrant,CMWG2203 - Chứng quyền,CMWG2203 - Chứng quyền
2047,CMWG2202,8424921,CW,DELISTED,CMWG2202 - Covered warrant,CMWG2202 - Covered warrant,CMWG2202 - Chứng quyền,CMWG2202 - Chứng quyền
2048,CMWG2201,8424580,CW,DELISTED,CMWG2201 - Covered warrant,CMWG2201 - Covered warrant,CMWG2201 - Chứng quyền,CMWG2201 - Chứng quyền
2049,CMWG2114,8424661,CW,DELISTED,CMWG2114 - Covered warrant,CMWG2114 - Covered warrant,CMWG2114 - Chứng quyền,CMWG2114 - Chứng quyền
2050,CMWG2113,8424675,CW,DELISTED,CMWG2113 - Covered warrant,CMWG2113 - Covered warrant,CMWG2113 - Chứng quyền,CMWG2113 - Chứng quyền
2051,CMWG2111,8424767,CW,DELISTED,,,,
2052,CMW,8425489,STOCK,UPCOM,Ca Mau Water Supply Joint Stock Company,Ca Mau Water Supply,Cấp nước Cà Mau,Công ty Cổ phần Cấp nước Cà Mau
2053,CMV,8424545,STOCK,HSX,Ca Mau Trading Joint Stock Company,Ca Mau Trading,Thương nghiệp Cà Mau,Công ty Cổ phần Thương nghiệp Cà Mau
2054,CMT,8425387,STOCK,UPCOM,Information and Networking technology Joint stock Company,Information and Networking Technology,CN mạng và Truyền thông,Công ty Cổ phần Công nghệ mạng và Truyền thông
2055,CMSN2405,14406048,CW,HSX,,,,
2056,CMSN2404,14406004,CW,HSX,,,,
2057,CMSN2403,13880658,CW,HSX,CMSN2403 - Covered warrant,CMSN2403 - Covered warrant,CMSN2403 - Chứng quyền,CMSN2403 - Chứng quyền
2058,CMSN2402,13880689,CW,DELISTED,CMSN2402 - Covered warrant,CMSN2402 - Covered warrant,CMSN2402 - Chứng quyền,CMSN2402 - Chứng quyền
2059,CMSN2401,13874810,CW,HSX,CMSN2401 - Covered warrant,CMSN2401 - Covered warrant,CMSN2401 - Chứng quyền,CMSN2401 - Chứng quyền
2060,CMSN2317,12926361,CW,HSX,CMSN2317 - Covered warrant,CMSN2317 - Covered warrant,CMSN2317 - Chứng quyền,CMSN2317 - Chứng quyền
2061,CMSN2316,12926421,CW,DELISTED,CMSN2316 - Covered warrant,CMSN2316 - Covered warrant,CMSN2316 - Chứng quyền,CMSN2316 - Chứng quyền
2062,CMSN2315,12926390,CW,DELISTED,CMSN2315 - Covered warrant,CMSN2315 - Covered warrant,CMSN2315 - Chứng quyền,CMSN2315 - Chứng quyền
2063,CMSN2314,12926430,CW,DELISTED,CMSN2314 - Covered warrant,CMSN2314 - Covered warrant,CMSN2314 - Chứng quyền,CMSN2314 - Chứng quyền
2064,CMSN2313,12902098,CW,DELISTED,CMSN2313 - Covered warrant,CMSN2313 - Covered warrant,CMSN2313 - Chứng quyền,CMSN2313 - Chứng quyền
2065,CMSN2312,12724262,CW,DELISTED,CMSN2312 - Covered warrant,CMSN2312 - Covered warrant,CMSN2312 - Chứng quyền,CMSN2312 - Chứng quyền
2066,CMSN2311,12649624,CW,DELISTED,CMSN2311 - Covered warrant,CMSN2311 - Covered warrant,CMSN2311 - Chứng quyền,CMSN2311 - Chứng quyền
2067,CMSN2310,12649629,CW,DELISTED,CMSN2310 - Covered warrant,CMSN2310 - Covered warrant,CMSN2310 - Chứng quyền,CMSN2310 - Chứng quyền
2068,CMSN2309,12643896,CW,DELISTED,CMSN2309 - Covered warrant,CMSN2309 - Covered warrant,CMSN2309 - Chứng quyền,CMSN2309 - Chứng quyền
2069,CMSN2308,12643917,CW,DELISTED,CMSN2308 - Covered warrant,CMSN2308 - Covered warrant,CMSN2308 - Chứng quyền,CMSN2308 - Chứng quyền
2070,CMSN2307,12493553,CW,DELISTED,CMSN2307 - Covered warrant,CMSN2307 - Covered warrant,CMSN2307 - Chứng quyền,CMSN2307 - Chứng quyền
2071,CMSN2306,12493537,CW,DELISTED,CMSN2306 - Covered warrant,CMSN2306 - Covered warrant,CMSN2306 - Chứng quyền,CMSN2306 - Chứng quyền
2072,CMSN2305,12378704,CW,DELISTED,CMSN2305 - Covered warrant,CMSN2305 - Covered warrant,CMSN2305 - Chứng quyền,CMSN2305 - Chứng quyền
2073,CMSN2304,12378702,CW,DELISTED,CMSN2304 - Covered warrant,CMSN2304 - Covered warrant,CMSN2304 - Chứng quyền,CMSN2304 - Chứng quyền
2074,CMSN2303,12378675,CW,DELISTED,CMSN2303 - Covered warrant,CMSN2303 - Covered warrant,CMSN2303 - Chứng quyền,CMSN2303 - Chứng quyền
2075,CMSN2302,12373377,CW,DELISTED,CMSN2302 - Covered warrant,CMSN2302 - Covered warrant,CMSN2302 - Chứng quyền,CMSN2302 - Chứng quyền
2076,CMSN2301,12368323,CW,DELISTED,CMSN2301 - Covered warrant,CMSN2301 - Covered warrant,CMSN2301 - Chứng quyền,CMSN2301 - Chứng quyền
2077,CMSN2215,11850701,CW,DELISTED,CMSN2215 - Covered warrant,CMSN2215 - Covered warrant,CMSN2215 - Chứng quyền,CMSN2215 - Chứng quyền
